Day Time Speed Rpm Engine_Load MAF Intake_Temp Ambiant_Air_Temp Coolant_temp Spark_adv 
2024-11-09 12:03:09 26.0       1765.5     43.1372549 27.94      12         9          50         29.0       
2024-11-09 12:03:10 32.0       2135.0     45.0980392 32.83      12         9          50         31.5       
2024-11-09 12:03:12 37.0       2490.75    44.3137254 37.4100000 12         9          50         36.0       
2024-11-09 12:03:13 39.0       2127.0     10.1960784 5.63       12         9          51         -1.5       
2024-11-09 12:03:14 39.0       1767.5     25.4901960 16.22      12         9          51         34.5       
2024-11-09 12:03:15 41.0       1801.75    43.5294117 26.02      12         9          51         28.5       
2024-11-09 12:03:16 42.0       1852.25    12.1568627 6.8        12         9          51         28.5       
2024-11-09 12:03:17 40.0       1755.75    10.1960784 5.97       12         9          51         -7.0       
2024-11-09 12:03:18 37.0       1644.75    10.1960784 5.86       12         9          52         -9.0       
2024-11-09 12:03:20 33.0       950.75     18.8235294 5.19       12         9          52         6.5        
2024-11-09 12:03:21 29.0       907.5      19.6078431 4.08       12         9          52         0.0        
2024-11-09 12:03:22 25.0       1198.5     11.3725490 4.75       12         9          53         -9.0       
2024-11-09 12:03:23 21.0       1452.0     10.9803921 5.66       12         9          53         27.0       
2024-11-09 12:03:24 20.0       1380.0     19.2156862 9.25       12         9          53         30.0       
2024-11-09 12:03:26 22.0       1446.5     23.9215686 11.69      12         9          53         36.5       
2024-11-09 12:03:27 24.0       1643.0     40.0       23.86      12         9          53         28.5       
2024-11-09 12:03:28 30.0       1974.25    39.6078431 26.02      12         9          53         31.5       
2024-11-09 12:03:29 33.0       2195.25    24.7058823 17.41      12         9          53         46.5       
2024-11-09 12:03:30 34.0       2263.0     14.9019607 10.72      12         9          53         30.5       
2024-11-09 12:03:31 33.0       2205.0     12.5490196 9.02       12         9          54         28.5       
2024-11-09 12:03:33 31.0       2064.75    12.9411764 8.58       12         9          54         29.0       
2024-11-09 12:03:34 29.0       1932.25    10.5882352 6.77000000 12         9          54         -4.0       
2024-11-09 12:03:35 26.0       1519.75    10.1960784 5.44       12         9          54         3.0        
2024-11-09 12:03:36 20.0       913.0      21.5686274 6.11       12         9          54         0.0        
2024-11-09 12:03:37 12.0       745.75     27.8431372 6.05       12         9          54         0.5        
2024-11-09 12:03:38 4.0        759.75     26.2745098 5.52000000 12         9          54         -3.0       
2024-11-09 12:03:40 4.0        1572.25    23.1372549 15.19      12         9          54         35.0       
2024-11-09 12:03:41 10.0       1492.75    33.7254901 16.63      12         9          54         28.5       
2024-11-09 12:03:42 16.0       1956.0     31.3725490 21.94      12         9          54         37.5       
2024-11-09 12:03:43 22.0       2608.5     30.5882352 26.94      12         9          55         44.0       
2024-11-09 12:03:44 24.0       2083.0     10.1960784 6.44       12         9          55         -1.5       
2024-11-09 12:03:45 24.0       1594.0     30.5882352 22.41      12         9          55         33.5       
2024-11-09 12:03:46 28.0       1867.5     47.4509803 30.36      12         9          55         28.5       
2024-11-09 12:03:48 34.0       2266.0     43.9215686 33.5       12         9          55         33.0       
2024-11-09 12:03:49 39.0       2589.0     40.7843137 35.63      12         9          56         38.0       
2024-11-09 12:03:50 42.0       2790.5     13.7254901 9.8        12         9          56         33.0       
2024-11-09 12:03:51 40.0       2667.0     9.41176470 8.36       12         9          56         0.5        
2024-11-09 12:03:52 36.0       2417.5     9.80392156 7.75       12         9          57         0.0        
2024-11-09 12:03:53 33.0       2156.25    9.41176470 7.0        12         9          57         -1.5       
2024-11-09 12:03:55 29.0       1930.5     9.41176470 6.3        12         9          57         -4.0       
2024-11-09 12:03:56 24.0       1351.25    10.9803921 4.44       12         9          57         12.5       
2024-11-09 12:03:57 16.0       774.5      25.8823529 6.47       12         9          57         -4.0       
2024-11-09 12:03:58 14.0       1438.5     25.8823529 12.88      12         9          57         15.5       
2024-11-09 12:03:59 15.0       1813.75    20.7843137 13.0       12         9          57         37.5       
2024-11-09 12:04:00 19.0       2315.5     32.5490196 25.3300000 12         9          57         39.5       
2024-11-09 12:04:02 24.0       2970.5     31.3725490 30.47      12         9          57         42.5       
2024-11-09 12:04:03 26.0       2285.75    9.80392156 6.66       12         9          57         -1.5       
2024-11-09 12:04:04 25.0       1655.25    21.5686274 14.72      12         9          57         33.5       
2024-11-09 12:04:05 30.0       2020.75    56.4705882 40.0       12         9          57         27.0       
2024-11-09 12:04:06 37.0       2474.75    36.8627450 29.66      12         9          57         37.5       
2024-11-09 12:04:07 38.0       2495.5     9.01960784 7.19       12         9          58         23.0       
2024-11-09 12:04:09 34.0       2249.75    9.80392156 7.55       12         9          58         -1.0       
2024-11-09 12:04:10 30.0       2008.5     9.41176470 6.22       12         9          58         -4.0       
2024-11-09 12:04:11 24.0       1109.0     15.2941176 5.72       12         9          59         6.0        
2024-11-09 12:04:12 13.0       739.0      28.6274509 6.5        12         9          59         -3.0       
2024-11-09 12:04:13 5.0        742.75     28.2352941 6.13       12         9          59         -4.0       
2024-11-09 12:04:15 6.0        1574.0     25.8823529 14.55      12         9          59         33.5       
2024-11-09 12:04:16 12.0       1486.75    29.0196078 15.41      12         9          59         27.5       
2024-11-09 12:04:17 19.0       2286.75    37.6470588 30.11      12         9          60         37.5       
2024-11-09 12:04:18 25.0       3032.75    33.7254901 36.0500000 12         9          60         29.0       
2024-11-09 12:04:19 26.0       1999.5     9.41176470 5.55       12         9          60         -1.5       
2024-11-09 12:04:20 26.0       1743.0     32.1568627 24.5800000 12         9          60         33.5       
2024-11-09 12:04:22 31.0       2067.25    51.7647058 36.9100000 12         9          60         28.5       
2024-11-09 12:04:23 35.0       2346.0     13.3333333 9.94       12         9          60         28.5       
2024-11-09 12:04:24 34.0       2269.25    11.7647058 9.25       12         9          60         28.5       
2024-11-09 12:04:25 32.0       2127.0     9.41176470 6.88       12         9          60         -1.5       
2024-11-09 12:04:26 28.0       1900.5     9.80392156 5.97       12         9          60         -5.5       
2024-11-09 12:04:27 24.0       1582.0     9.41176470 5.25       12         9          61         -9.0       
2024-11-09 12:04:29 21.0       1420.75    14.5098039 8.61       12         9          61         -8.5       
2024-11-09 12:04:30 21.0       1397.0     38.0392156 19.0800000 12         9          61         18.0       
2024-11-09 12:04:31 26.0       1742.5     47.0588235 29.11      12         9          61         27.5       
2024-11-09 12:04:32 32.0       2152.5     47.4509803 35.44      12         9          61         30.5       
2024-11-09 12:04:33 40.0       2632.25    54.1176470 45.4100000 12         9          61         33.5       
2024-11-09 12:04:34 45.0       2932.0     13.3333333 9.33       12         9          62         2.0        
2024-11-09 12:04:36 44.0       1496.5     9.80392156 4.55       12         9          62         1.5        
2024-11-09 12:04:37 42.0       850.75     19.6078431 4.27000000 12         9          62         -1.5       
2024-11-09 12:04:38 36.0       785.5      19.6078431 4.11       12         9          62         26.0       
2024-11-09 12:04:39 27.0       773.75     19.2156862 4.36       12         9          63         5.0        
2024-11-09 12:04:40 16.0       770.75     19.2156862 4.33       12         9          63         6.0        
2024-11-09 12:04:41 5.0        862.25     16.8627450 3.94       12         9          63         0.0        
2024-11-09 12:04:43 1.0        825.0      15.6862745 4.05       12         9          63         3.5        
2024-11-09 12:04:44 0.0        810.5      14.9019607 3.47       12         9          63         3.5        
2024-11-09 12:04:45 0.0        799.5      14.5098039 3.36       12         9          63         5.0        
2024-11-09 12:04:46 0.0        776.75     14.1176470 3.19       12         9          63         9.0        
2024-11-09 12:04:47 0.0        766.5      14.9019607 3.30000000 12         9          63         6.0        
2024-11-09 12:04:48 0.0        780.5      14.9019607 3.30000000 12         9          63         5.0        
2024-11-09 12:04:50 0.0        773.25     14.1176470 3.02       12         9          63         7.5        
2024-11-09 12:04:51 0.0        749.5      14.1176470 3.16       12         9          63         9.0        
2024-11-09 12:04:52 0.0        787.75     16.0784313 3.47       12         9          63         1.5        
2024-11-09 12:04:53 0.0        778.0      14.1176470 3.11       12         9          63         6.5        
2024-11-09 12:04:54 0.0        765.25     14.1176470 3.16       12         9          63         8.0        
2024-11-09 12:04:55 0.0        788.5      14.9019607 3.16       12         9          63         2.0        
2024-11-09 12:04:56 0.0        1260.25    24.7058823 11.3       12         9          63         32.0       
2024-11-09 12:04:58 7.0        1557.5     32.5490196 17.97      12         9          64         31.5       
2024-11-09 12:04:59 15.0       1826.0     30.9803921 19.52      12         9          63         37.5       
2024-11-09 12:05:00 20.0       2406.5     24.3137254 19.47      12         9          63         48.5       
2024-11-09 12:05:01 21.0       1951.25    9.41176470 6.44       12         9          63         -3.0       
2024-11-09 12:05:02 20.0       1414.75    17.6470588 10.19      12         9          63         32.0       
2024-11-09 12:05:04 23.0       1620.25    50.5882352 29.5800000 12         9          64         24.0       
2024-11-09 12:05:05 30.0       2075.0     47.4509803 33.25      12         9          64         30.0       
2024-11-09 12:05:06 36.0       2475.5     46.2745098 39.19      12         9          64         33.5       
2024-11-09 12:05:07 41.0       2691.5     14.1176470 10.47      13         9          64         30.5       
2024-11-09 12:05:08 39.0       2562.75    9.41176470 7.69       13         9          65         0.0        
2024-11-09 12:05:09 36.0       2453.0     30.5882352 26.72      13         9          65         12.0       
2024-11-09 12:05:11 40.0       2797.0     64.3137254 63.0       13         9          65         32.0       
2024-11-09 12:05:12 50.0       3353.25    31.7647058 14.91      13         9          65         36.5       
2024-11-09 12:05:13 51.0       2180.75    9.80392156 7.38       13         9          66         26.0       
2024-11-09 12:05:14 51.0       2260.0     47.8431372 38.25      13         9          66         26.0       
2024-11-09 12:05:15 54.0       2373.5     22.7450980 17.22      13         9          66         47.0       
2024-11-09 12:05:16 53.0       2327.25    9.41176470 7.25       13         9          66         -1.0       
2024-11-09 12:05:18 50.0       2198.25    9.41176470 7.02000000 13         9          66         -1.0       
2024-11-09 12:05:19 45.0       1973.25    9.80392156 6.63       13         9          67         -4.0       
2024-11-09 12:05:20 38.0       1192.0     12.5490196 4.77000000 13         9          67         12.5       
2024-11-09 12:05:21 28.0       763.5      20.7843137 4.58       13         9          67         6.0        
2024-11-09 12:05:22 23.0       806.75     20.7843137 5.25       13         9          67         25.5       
2024-11-09 12:05:23 23.0       1503.75    24.3137254 15.19      13         9          67         36.0       
2024-11-09 12:05:25 26.0       1734.5     39.2156862 23.61      13         9          67         29.0       
2024-11-09 12:05:26 30.0       2053.75    26.6666666 17.72      13         9          67         42.5       
2024-11-09 12:05:27 31.0       2053.75    9.41176470 6.19       13         9          68         -1.0       
2024-11-09 12:05:28 26.0       1406.75    9.80392156 4.5        13         9          68         9.0        
2024-11-09 12:05:29 19.0       812.75     22.3529411 5.72       13         9          68         0.5        
2024-11-09 12:05:30 12.0       785.5      26.6666666 5.69       13         9          68         -4.0       
2024-11-09 12:05:32 11.0       1118.0     16.8627450 5.16       12         9          68         15.0       
2024-11-09 12:05:33 11.0       1338.5     21.5686274 9.69       12         9          68         34.5       
2024-11-09 12:05:34 13.0       1550.75    19.2156862 10.55      12         9          68         36.0       
2024-11-09 12:05:35 14.0       1748.0     16.4705882 9.69       12         9          68         34.5       
2024-11-09 12:05:36 15.0       1828.5     14.5098039 9.16       12         9          68         30.5       
2024-11-09 12:05:37 15.0       1843.75    14.1176470 8.69       12         9          68         30.0       
2024-11-09 12:05:39 16.0       1873.75    14.1176470 9.0        12         9          68         30.0       
2024-11-09 12:05:40 16.0       1912.75    14.9019607 9.38       12         9          68         30.5       
2024-11-09 12:05:41 17.0       1986.0     14.9019607 9.63       12         9          69         30.5       
2024-11-09 12:05:42 17.0       2045.25    14.9019607 10.0       13         9          69         30.5       
2024-11-09 12:05:43 17.0       2090.25    15.2941176 10.83      13         9          69         32.0       
2024-11-09 12:05:44 18.0       2147.75    15.2941176 10.75      13         9          69         32.0       
2024-11-09 12:05:46 18.0       2193.5     15.2941176 10.86      13         9          69         32.0       
2024-11-09 12:05:47 19.0       2232.0     15.2941176 11.3       13         9          69         32.0       
2024-11-09 12:05:48 17.0       1989.5     9.41176470 6.41       13         9          69         -3.0       
2024-11-09 12:05:49 13.0       1550.75    9.80392156 5.44       13         9          69         0.0        
2024-11-09 12:05:50 11.0       831.75     24.3137254 5.75       13         9          69         -5.5       
2024-11-09 12:05:52 10.0       744.0      27.8431372 5.52000000 13         9          69         -6.0       
2024-11-09 12:05:53 9.0        773.75     25.4901960 5.63       12         9          69         -5.5       
2024-11-09 12:05:54 8.0        1276.0     18.8235294 7.8        12         9          69         12.5       
2024-11-09 12:05:55 8.0        1798.5     15.2941176 9.27       12         9          69         27.5       
2024-11-09 12:05:56 8.0        1231.5     12.1568627 5.8        12         9          70         13.5       
2024-11-09 12:05:58 6.0        943.5      16.8627450 4.47       12         9          70         2.0        
2024-11-09 12:05:59 3.0        838.5      15.2941176 3.69       12         9          70         4.5        
2024-11-09 12:06:00 0.0        829.25     16.0784313 3.5        12         9          70         -1.5       
2024-11-09 12:06:01 0.0        796.5      14.1176470 3.25       12         9          70         6.0        
2024-11-09 12:06:02 0.0        795.25     14.1176470 3.22       12         9          70         4.5        
2024-11-09 12:06:03 0.0        765.75     13.7254901 3.0        12         9          70         5.0        
2024-11-09 12:06:04 0.0        759.25     13.7254901 3.0        12         9          71         7.5        
2024-11-09 12:06:06 0.0        761.5      14.1176470 3.08       12         9          71         7.5        
2024-11-09 12:06:07 0.0        767.75     13.7254901 3.02       12         9          71         7.5        
2024-11-09 12:06:08 0.0        768.25     13.7254901 3.08       12         9          71         6.5        
2024-11-09 12:06:09 0.0        755.5      13.7254901 3.0        12         9          71         7.5        
2024-11-09 12:06:10 0.0        770.75     13.7254901 3.13       12         9          71         6.0        
2024-11-09 12:06:11 0.0        761.0      13.7254901 3.08       12         9          71         7.5        
2024-11-09 12:06:13 0.0        774.5      13.7254901 3.02       12         9          71         7.5        
2024-11-09 12:06:14 0.0        764.75     13.7254901 3.05000000 12         9          71         6.0        
2024-11-09 12:06:15 0.0        769.0      13.7254901 3.0        12         9          71         6.5        
2024-11-09 12:06:16 0.0        766.5      13.7254901 3.05000000 12         9          71         6.5        
2024-11-09 12:06:17 0.0        762.25     13.7254901 3.11       12         9          71         6.0        
